pagina,opinion,estrellas
16,"Anastasia es una joven universitaria, que conoce a Christian Grey, un importante empresario al sustituir a Kate, su compañera de piso, en la entrevista que ésta tenía que hacerle.A raíz de esa entrevista, él propicia encuentros para poder verla y conocerla, después de los cuales termina proponiéndole que sea su sumisa, previamente le explica que tiene gustos ""peculiares""Ella embobaba, cual adolescente con su primer novio, ahhh es verdad que ella es virgen y él es su primera relación, jajajaja, bueno pues ella acepta intentarlo.Christian es un hombre dominante, arrogante y controlador, pero encantador cuando toca. Un empresario de éxito que controla todo y a todos los que le rodean. A medida que avanza la historia iremos conociendo con cuentagotas detalles que nos indican que algo ha pasado en su infancia, que ha influido en su forma de ser y aún lo sigue atormentando. Pero no sabremos mucho más, eso, la autora, nos lo ira desgranando poco a poco y nos dejará con la intriga para los siguientes libros.Pienso que como dominante deja mucho que desear pues confunde la timidez de Anastasia con sumisión y algo que, para alguien que se supone es experto en ese estilo de vida, debería saber diferenciar. Un hombre del que conoceremos dos caras, que nos mostrará su lado más oscuro, y su lado más tierno y protector.Anastasia es tímida, torpe y su autoestima deja mucho que desear, estudia literatura y está enamorada de los clásicos románticos ingleses. A pesar de su inexperiencia y timidez, en cuanto conoce a Christian se obsesiona con él y no duda en lanzarse a sus brazos, aunque él le advierte que la única relación que quiere y necesita es una relación Amo-sumisa. Como la chica, no tiene experiencia y se ha quedado obsesionada enamoradita perdida desde que lo conoció, pues le da lo mismo, ella lo único que quiere es que se la pase por el catre, así que pasa de la información y decide aceptar hacer algo sin saber muy bien donde se mete.En este primer libro su personaje ha reafirmado la impresión que me dio cuando leí el libro por primera vez, personalmente me parece una pavisosa insustancial. Es una chica irritante que nos tortura durante quinientas y pico páginas, con sus diálogos internos y sus eternas reflexiones sobre si estar o no estar con Christian y su empecinamiento por cambiarlo. Y que, según mi humilde opinión, necesita una visita urgente al psiquiatra, pues su subconsciente (que más tarde se transformara en una diosa que se pasa el rato bailando y dando volteretas) que cual Pepito Grillo, le estará susurrando cosas todo el rato, vamos que me da a mí que la chica está a un paso de la esquizofrenia.La parte de los emails, sí me resulta divertida e ingeniosa, y es que por más veces que la lea, siempre me arranca una sonrisa.La verdad es que no es una historia erótica, si no más bien romántica, nos la venden como erótico por el tema del BDSM, pero no, a pesar de que se supone que es el tema central de la trama (él y sus peculiares preferencias), excepto por unos azotes, un par de visitas al cuarto rojo no hay nada más en todo el libro, las escenas sexuales llegan a ser incluso más light que en cualquier otro libro de romántica tradicional. Cualquiera que, como yo, sea aficionado a leer erótica se dará cuenta de que este libro no está a la altura de las grandes del género, como Cherise Sinclair, Shayla Black, Lorelei James o Lora Leigh entre muchísimas otras autoras que ya publicaban erótica antes que esta autora. Eso sí, es un ejemplo de lo que una buena campaña de publicidad puede hacer por un producto.No es una maravilla literaria, para mi gusto peca de un exceso de descripciones y es repetitivo, algo que llega a cansar, pero, sin embargo, tiene algo que te atrapa y te mantiene enganchado hasta terminar el libro, y que te deja con ganas de más. En mi caso era él, el deseo de saber más de Christian, puesto que, al estar escrito en primera persona, lo sabemos todo de Anastasia, pero no sabemos casi nada de Christian, lo que lo motiva, lo que le hace ser como es, las sombras de su pasado que insinúa pero no aclara.Debo comentar que en esta relectura, me he aburrido, cosa que me ha sorprendido, pues pese a la falta de calidad literaria de la obra, en su primera lectura me atrapó y esperaba que ahora fuera igual, pero lamentablemente no ha sido así. Curiosa la perspectiva que el tiempo da a ciertas cosas...En fin, una novela romántica empalagosa desde el principio, como un cuento en donde el protagonista, se enamora de la chica pobre pero guapa, que no sabe que lo es, claro que el protagonista no es un príncipe azul, sino un hombre traumatizado por su pasado, que necesita los látigos para reafirmarse y sentirse el rey del mundo.",3
16,"La calidad literaria inexistente, se repiten frases y tópicos a razón de uno por hoja.  Los emails que se intercambian los protagonistas se ven mejores en la oficina nuestra de todos los días.  Y en cuanto a las experiencias, lo más simplón y light que uno se pueda imaginar, con una cierta pátina transgresora.  En realidad apunta al sueño femenino convenientemente metido adentro de un tío cachas y vicioso.  Ridículo por momentos.",1
16,"No me gusta este tipo de lectura. Lo compré por la insistencia de la gente, pero simplemente me decepcionó bastante",1
16,"Un libro muy entretenido y recomendable para muchos hombres, la historia te envuelve desde el primer capítulo.  Estoy deseando leer el resto.",5
16,"El libro es excelente. Está claro que no está basado en una historia real, pero tiene un contenido que despierta los sentidos del lector. Lo recomiendo.",5
16,Dude en leerlo después de ver las opiniones de este libro. Me alegro de no haber hecho caso por qué me ha encantado,5
17,"Bueno, en cuanto a calidad el libro deja mucho que desear. es tremendamente repetitivo, con vocabulario pobre , dialogos cutres y poco currados.Una vez pasada la sorpresa inicial que te puede causar todo el tema sexual que narra, se vuelve absolutamente monotono y repetitivo lo unico que piensas es...¿enserio?Otra vez? se pasan la vida teniendo relaciones sexuales previsibles, repetitivas y aburridas, las conversaciones se repiten, las posturas, los gestos... todo es igual.""por suerte"" ponen un poco de trama a lo largo de la triologia a través del duro pasado del protagonista, de otro modo no habría podido terminarmelo.¿Y Por qué 3 estrellas? pues porque aunque es un bodrio en lo que a calidad se refiere (aunque esto ya lo sospechaba antes de leerla), a mi me ha servido pa entretenerme un rato. en unas vacaciones en las que tenia tiempo libre y ningún otro libro a mano. pasé el rato, sin más.pero desde luego no recomiendo que alguien gaste su dinero en ella, leedlo si alguien os la puede dejar y no teneis nada mejor que hacer.",3
17,Quiero anular este pedido y no se como. Por favor. Podeis decirme como?? Lo he solicitado pensando que era el libro,1
17,"¿Por qué decidí leerla? Pues la verdad, porque vi que las opiniones o eran muy positivas o muy negativas. Y quizás por ello me dispuse a leer la trilogía, por simple curiosidad. Y ahora que la he terminado puedo decir que me ha encantado, ¿Queréis saber el por qué?.Es un libro con escenas subiditas de tono, con un BDSM muy light, y en conclusión una novela romántica actual. Y digo actual, porque la pareja empieza con mucho BDSM para acabar enamorándose perdidamente.La escritora E.L. James, ha sabido enfocar muy bien el lenguaje y los personajes. Anastasia habla y se comporta como una chica de 21 años y la autora ha sabido plasmarlo muy bien. La autora ha sabido ponerse en la piel de una joven de 21 años y hablar y comportarse como así lo haría una joven a esa edad. Me gusta cuando el que habla es su subconsciente, hace que la novela sea más ágil, mas fresca.La parte que más me gusto de la novela es como los personajes van evolucionando juntos, superando sus miedos y madurando a la vez. Si que he de mencionar, que he encontrado bastantes errores de traducción, como: (""Se queda quiero(en vez de quieto) y yo le saludo""; ""Anastasia en un hombre(en vez de nombre) muy bonito""..etc..) Y unos cuantos más..todos errores de traducción. Quizás deberían mirarse un poco mejor al traducir del inglés al español.(hay bastantes así).La trilogía decir que la recomiendo a todo el mundo que quiera pasar un rato divertido, es una novela romántica sin más, sin llegar a ser empalagosa, de dos jóvenes que llegan al amor a través del BDSM. Y que consiguen crecer y evolucionar juntos. Simplemente una historia romántica diferente y actual, para pasar un buen rato. Si es eso lo que queréis, pasar momentos de lectura divertida,con un lenguaje simple, esta es vuestra novela, amena, fresca, un poco subidita de tono y romántica. Lo pasaréis genial con esta trilogía. Yo lo he pasado muy bien leyéndola.  Yo sí la recomiendo.¿Cual me gusto más de las tres? La primera es trepidante, quieres más. La segunda parte es quizás más plana y menos intensa pero en la que ves como los personajes van madurando y transformándose, y la tercera es trepidante de nuevo y muy entretenida, porque se desvelan ciertas cosas y tiene también algo de intriga policiaca. No pueden separarse, si se leen, deben leerse las tres.",4
17,"Escrito por E. L. James y cedida por su editorial Grijalbo, ""Cincuenta sombras de Grey"" es la primera parte de una trilogía. Los otros dos títulos son ""Cincuenta sombras más oscuras"" y ""Cincuenta sombras liberadas"".Anastasia es una joven estudiante de Literatura que un día conoce a Christian Grey, un joven empresario muy atractivo que cautivará y atraerá rápidamente a la chica.El amor surge entre los dos pero Christian intenta alejarse de Anastasia para no hacerle daño, ya que él esconde un gran secreto.Cuando por fin inician una relación estable, Anastasia deberá aceptar el secreto de Grey: Sus diferentes prácticas sexuales y descubrir sus propios límites para saber hasta donde estaría dispuesta a llegar por amor.¿Podrá Anastasia aceptar todos los planteamientos de Christian o por el contrario pondrá fin a la relación que mantienen?Un libro lleno de romanticismo, amor, en ocasiones divertido, que cautiva y que hace que sus 541 páginas se lean de manera rápida y amena.Tal y como dicta su portada: ""Sí, este es el libro del que todo el mundo habla"".",3
17,"La historia empieza bien pero es solo un espejismo que dura solo cien paginas. Al final la novela se vuelve burda y repetitiva, con un estilo literario infantilo que parece que no lo han revisado bastante o que lo han traducido mal (yo creo que es lo primero). Decepcionante: no entiendo el revuelo mundial de esta basurilla.",2
17,"Aunque creo que es más el boom que se le ha dado que lo que realmente es, y que no deja de ser una historia romántica a la que se le ha dado un punto de sado muy descafeinado, creo que hay que reconocer que el libro remueve entrañas. ¿Hasta dónde estamos dispuestos a llegar por quien nos importa? ¿Nos conocemos a nosotros mismos tan bien como creemos? ¿Sómos lo que mostramos, o acaso todos ocultamos nuestra parte oscura, incluso a nosotros mismos? ¿Tenemos todos esa parte oscura o sólamente algunas personas? ¿Y eso se debe a algo que les ha trastornado psicologicamente o es tan normal como que a otra persona le guste más hacerlo con la luz encendida o apagada? ¿Tenemos que sentirnos culpables si nos sentimos excitados por esta clase de sexo? En fin. Muchos temas a debatir. Sólo por eso, por el juego que da a la hora de hablar de un tema tan tabú, creo que merece la pena leerlo. Además, está escrito de una manera muy amena, y con puntos de humos muy divertidos. En definitiva, lo recomiendo. Yo voy a por la segunda entrega.",4
17,"A pesar de las críticas, casi todas malas, que había leído, he caído en la tentación y lo he comprado. Qué 9 euros más mal invertidos (en versión ebook)! Supongo que se valen de eso, de que la gente piensa ""a ver si es tan malo como dicen"" y les pasa como a mí, que caen. El libro es aburrido, lento y para nada provocativo. Los personajes son malos y la redacción deja mucho que desear. La falta de vocabulario es escandalosa, los personajes sólo saben fruncir el ceño, morderse el labio y poner los ojos en blanco, por no hablar de la dichosa diosa interior que Anastasia lleva dentro y que aparece cada dos por tres sin venir a cuento. Mi consejo, gastad los 9 € en 9 libros de autores desconocidos de los de a casi 1€, que seguro que os lleváis más de una agradable sorpresa.",1
17,"Buena compra, es una buena lectura para segun que persona, puede ser demasiado empalagoso en algunas partes pero si que recomiendo que si no has visto la pelicula mejor no la veas aun por que es una chusta mirate el libro que te gustara mas",5
17,"Despues de escuchar tantas opiniones sobre este libro , la verdad es que me lo esperaba mas duros de leer, mas escenas de sado ...pero me resulto ameno y para nada tan oscuro",5
17,"El principio pintaba bien pero, con el transcurso de la lectura y cuanto más me adentraba en sus páginas, me fuí decepcionando más y más.Se trata de un libro entretenido, fácil de leer, que incita a que quieras seguir sabiendo que pasará con Ana y Grey; hace subir la temperatura del termómetro en ciertos momentos e, incluso, para aquellos más pudorosos en estos temas, mostrarles cosas que existen y para ellos, por desconocimiento, pueden ser nuevas.Para mí no es un best-seller pero sí un libro que, quizás, recomendaría para abrir la mente de algunas personas más contrarias a este tipo de temas.Alguien me preguntó en una ocasión: ""¿leerás los siguientes libros que forman la trilogía?"" y yo le respondo aquí y ahora, sí porque quiero saber como acaba al final todo esto, si en los próximos la autora ha echado el resto, la cosa mejora y me hace cambiar de opinión.Existe una opinión más extensa y detallada en Relatos Jamás Contados[...]",2
18,"Supongo que tanta gente lo ha leído por aquello de que la curiosidad mató al gato, y así hemos acabado todos leyendo este libro escrito por una amater que pensó que sería interesante quitarle los vampiros a Crepúsculo y añadirle sexo. Por lo demás el libro no tiene mucha calidad, los personajes sólo fruncen el ceño, se sonrojan, se miran las manos y practican sexo. Al final solo es un libro erótico del montón. Lo mejor cuando se hablan por email. Lo de la diosa que lleva dentro se hace cansino y el mensaje del libro me ha dejado un poco descolocada, no importa que me pegues porque estar sin ti es más doloroso.",3
18,"Digámoslo de esta forma: Si quieres un libro donde literalmente lees escenas de sexo detallado, aquí tienes uno.Divertido porque la autora tiene momentos donde el diálogo es bueno, divertido y novedoso.El libro te agarra desde el principio y lo terminas por la novedad que es, pero no más allá que esto.Estoy leyendo el segundo y, personalmente, pienso que deja muchísimo que desear. Usa casi las mismas frases y la misma rutina. No me está gustando para nada, pero he decidido leer los tres para terminar con este círculo de tres libros. Vamos a ver si mejora más adelante, pero no creo que vaya a comprar más libros de esta autora.",3
18,"Me identifico exactamente como todos mis compañeros al leer el libro, asi que para no repetirme en los comentarios lo calificare de patetico....irreal...pesado....un libro vacio de toda esencia que aporta un libro normal...para tontos...me esta costando el segundo y empiezo a agonizar con esta lectura pesada...Creo que es un libro para mujeres con la idea de encontrar un hombre asi y fantasean con ello.... si no no entiendo el exito.",2
18,"Tengo que admitir que acabé de leer los tres libros en tan solo 3 semanas.Me parecía interesante saber cómo iba a terminar la relación aunque a medida que lo leía iba teniendo un peor concepto del libro. Especialmente cuando llegué a la última página del primero.Para empezar, al menos en la versión española, el idioma occitano no es francés antiguo: [...]En segundo lugar quería comentar cómo el libro trata el BDSM.En el libro tengo la impresión de que Grey busca relaciones BDSM porque tiene problemas psicológicos. Mientras que la protagonista se ve arrastrada por los sentimientos o curiosidad que tiene hacia Grey. Antes de empezar una relación BDSM hay que entablar una profunda conversación para establecer límites, conocer a la persona, establecer confianza absoluta y respeto. En este libro he podido ver que hasta la protagonista sentía miedo en algunas sesiones. Especialmente cuando se produce el último encuentro en el que la chica no puede casi ni mantenerse en pie. Desde mi punto de vista, un buen Amo en la vida llega a ese límite porque se preocupa por la sumisa. A la vez, ella hubiera dicho la palabra de seguridad ya que la salud es lo más importante.Por otra parte, falta la confianza, el deseo de darlo todo por el Dominante, privacidad en la vida de la sumisa lo que muestra a la vez falta de respeto. Me ha parecido intolerante que la escritora haya explicado que a Grey le gusta infligir dolor como reflejo de su pasado.También me gustaría a añadir que en la realidad no siempre las sumisas tienen tan poca personalidad en la vida diaria, como en el trabajo o en la universidad, ni los dominantes son hombres ricos con cuerpos perfectos y otros prejuicios que describe este liro. Tanto sumisas como dominantes, y viceversa, son personas normales con personalidades y estilos de vida como pueden tener cualquier otra persona. La diferencia es que les gusta practicar otro tipo de relaciones sexuales tan aceptables como las relaciones vainilla.En mi opinión, este libro no refleja lo que es el BDSM. Existen muchos prejuicios en la sociedad y gente que opina que este tipo de relaciones no convencionales son para personas que tienen problemas sociales o psicológicos. Sinceramente, si estos libros se siguen publicando la opinión personal no va a cambiar.",2
18,"Me sorprenden mucho las críticas tan radicales que estoy leyendo sobre el libro.Está claro que si lo que quieres es leer una obra maestra de la literatura no te acercas a ""Cincuenta Sombras de Grey"". Para eso hay otros autores y multitud de obras. Ahora, si lo que quieres es pasar un buen rato, desconectar, leer en el metro o encontrar una buena lectura ligerita para la piscina, las calurosas noches de verano o alguna situación similar es un libro muy apropiado.Me he leido los tres libros del tirón. Creo que la única pretensión que tiene la autora es entretener, y conmigo lo ha conseguido.Si lo que quieres es una lectura profunda que enriquezca tu intelecto, no es el libro adecuado. si lo que buscas es una guía-manual sobre el mundo BDSM, probablemente tampoco.No creo que sea necesario hacer una búsqueda exhaustiva de información antes de leerse un libro para asegurarse de que va a cumplir tus expectativas, creo que basta con dejarlo si resulta que no te gusta, pero visto que parece que hay a quien le va la vida en ello o se sienten ultrajados a nivel personal, lo mismo deberían documentarse un poquito antes sobre sus lecturas: se evitarían algún que otro disgusto.",5
18,"Me ha decepcionado. He buscado todo el tiempo encontrar las razones del éxito de esta novela, pero no lo he encontrado por ningún sitio. La historia es poco creíble, nada para ser exactos. La protagonista se expresa continuamente de modo repetitivo. No le encuentro la gracia.",1
18,"Estaba un poco reticente a leerme este libro, pero después de leer algunas críticas vi que era de esos libros que o te encantas o no soportas, así que me anime, y la verdad me alegro. Si es verdad que el rollo sumisa puede chocar y me choco, en un principio. Esta bien escrito para mi gusto, te hace meterte en el libro en muchos momentos ( para mi, no en todos), aún así a sido un buen descubrimiento. Lo recomiendo aunque no tengo claro que a todo el mundo le guste, de hecho creo que un libro mas bien femenino.",4
18,"Comenze a leerlo por recomendación de compañeros de trabajo. no termine el primer libro.Monótono, aburrido y repetitivo.",1
18,después de habérmelo recomendado varias amigas que me decidí por comprarlo. He decir que está sobrevalorado me pareció hasta algo machista pero cómo me lo habían recomendado decidí darle la oportunidad y continuar con los demás y para mi sorpresa el segundo y el tercero me han gustado muchísimo,3
18,"Después del revuelo que ha levantado esta novela y las críticas tan dispares, venía preparada para que no me gustara y así a sido. No me leeré las continuaciones. Con una es suficiente. Si acaso, diré en su favor que está bien escrita.",2
19,"Me llevó dos años y medio leer este libro. Comencé en el 2011, leyendolo en inglés, lo abandoné porque me pareció muy malo. Lei otros libros y al ver que estaba entre los más vendidos del NY Times en 2012 lo retomé, me pareció tan malo como la primera vez. En el 2013, se hizo muy famoso en latinoamérica, pensé que tal vez el final era muy bueno, pero no. Aún así, imagino que es un libro más destinado a mujeres solteras mayores de 40.",2
19,"no me gustó. vacio total de intelectualidad en la escriura. erotismo juvenil. repetitivo y mala traducción que me hizo burlarme publicamente por los errores, tal vez culpa de la traducción al castellano.no me produjo excitación, parecía sexo juvenil el cual no me interesó, por supuesto con aparatos de sado. no fue para mi y ya.",2
19,"Por fin tenia en mis manos la trilogía de la ""novela de la que todo el mundo habla"" (buena frase publicitaria, sin duda). Me pertreché en mi sofá dispuesta a leerla, y oh sorpresa,  siento diferir de la mayoria. En primer lugar me parece una historia trillada, osea, niña mojigata que conoce a tipo rarito y con su amor consigue convertir al amante sádico en amante esposo, increible. Segundo, la calidad narrativa de la obra es ínfima, ¿alguien ha contado las veces que dice Uau, pone los ojos en blanco, se muerde el labio la protagonista?, las constantes referencias a la ""diosa interior"" de la protagonista, el nivel narrativo de la trilogía es nefasto, la escritora parece un adolescente con un portatil...(o deberia decir con un MAC?)En tercer lugar, quitando el primer libro, las escenas de sexo se vuelven reiterativas, me pregunto cómo un tipo amante del sado, acaba siempre teniendo de escenario amoroso la camita...En resumidas cuentas, el primer libro lo lei, el segundo se me atragantó y el tercero no tuve fuerzas para terminarlo.A día de hoy,el sexo sigue vendiendo, y no las buenas historias.",2
19,"No esperes de este libro una prosa cuidada o una narración trepidante. Sólo es entretenido, y quizás uno lo lee por el morbo del que viene precedido. Para pasar el rato y nada más. Si no buscas nada profundo y te lo tomas como algo afrodisiaco, entonces, léelo.",2
19,"He realizado una investigación entre practicantes, profesionales del sexo, catedráticas de literatura, expertas en liderato femenino, médicos, psicólogos, másters en sexología, y familia sobre las repercusiones y cambios de hábitos en la sociedad tras la trilogía; ""BDSM, Prácticas Sexuales y Parafilia al Albor de las Sombras de Grey"", contiene entrevistas a usuarios, un contrato entre un amo y una sumisa y una pincelada en las artes.[.....]",3
19,"Estoy de acuerdo en que la autora repita demasiado algunos terminos, pero en cuanto a la historia me ha parecido genial. Y algo fuera de lo que solemos encontrar en las librerias. Si bien esta es solo mi opinion, creo que merece totalmente la pena si quieres pasar un buen raro, es una novela que te atrapa desde el primer momento y que te deja con ganas de mas cuando termina. De acuerdo que hablando en terminos literarios no es una novela a destacar, pero si lo que buscas es evadirte y pasar un buen rato, le doy un 10",5
19,Me ha decepcionado un poco. El protagonista roza el maltrato psicológico. Ella tiene poco carácter. Me gusta entender el éxito mundial que ha tenido,2
19,"Me ha gustado mucho toda la trilogía. De lectura fácil y rápida, pero absorbente. Me engancho tanto que en una semana me leí la trilogía entera. Muy recomendable para pasar una buena vacaciones bajo el sol.",5
19,"Fui a verla sin esperar ningún peliculón y lo cierto es que lo pasé genial, que es lo que realmente quiero hacer cuando voy al cine. Supongo que es una película que engancha más a las mujeres...porque es difícil no caer en las redes de Grey... y él es tan... En fin, que queremos segunda parte ya, que nos han dejado con las ganas!",5
19,"Sólo haré comentaros a cerca del servicio de venta y la calidad del libro, los cuales son excelentes en ambos casos.No leí el libro, fue un regalo parte alguien que lo quería.",5
20,"Me gustó mucho este libro, pero entiendo que con tanto boom y opiniones hay gente que se ha cansado de él antes de leerlo. Pero en su dia fue diferente y muy bueno. Si no lo habéis leído Animaos !",4
20,"Buenas, yo vi lo que esperaba ver, se aproxima bastante al libro y a lo que yo imaginaba que vería, estoy encantada. tenia claro que las imágenes en relación al sexo no se verian puesto que de ser asi, seria porno. es fantástica, me gusta los actores y la película en general, estoy deseando ver la segunda.",5
20,"Por fin me he decidido y he leído el libro del que todo el mundo habla. Y me arrepiento, no se lo recomiendo a ninguna mujer en su sano juicio. Me parece denigrante para cualquier mujer, tanto el lenguaje que usa, como el comportamiento de la protagonista. Se supone que las mujeres somos fuertes, independientes, cultas y no nos dejamos maltratar ni psicológica ni físicamente por ningún impresentable psicópata enfermo como el tal Grey. No entiendo cómo las mujeres han podido leer este libro sin sentirse asqueadas e insultadas. La autora intenta disfrazar de Bondage o Sadomasoquismo escenas que son de clarísimo maltrato psicológico y físico hacia la protagonista. Me parece insultante  el papel de doliente y sufrida sumisa de la protagonista. El libro es un insulto a la inteligencia femenina. Que una mujer se sienta liberada para vivir y disfrutar su sexualidad no quiere decir que para ello se tenga que someter a un psicópata maltratador. No el recomendaría este libro a ninguna mujer inteligente.",1
20,"Tras leer numerosas reseñas de prensa y opiniones en muchos blogs me quedó claro que Cincuenta sombras de Grey de E.L. James se trataba de un libro que tiene dividido a sus lectores. O te gusta o lo aborreces. He de decir que me encuentro en un punto intermedio. La historia me enganchó desde el principio pero no deja de ser un topicazo: hombre rico experimentado y pagado de sí mismo-mujer inocente que se queda fascinada por él.Aunque se vende como una relación de BDSM (Bondage, Discipline, Sadism, Masochism) y aunque Christian, su protagonista masculino, se movía en este tipo de relaciones no es ésta la que surge entre él y Ana. Sexo hay, y mucho, pero ninguna escena es demasiado fuerte. En el fondo es una historia de amor entre dos jóvenes que exploran y definen sus límites alrededor de una personalidad complicada.",3
20,"Pensando y analizando esta historia, ¿qué tiene de especial el señor Grey? Es rico, guapo, seductor, pasional…Parece todo un partidazo ¿no? Eso era lo que pensaba yo cuando mis amigas me hablaban de tan maravillosa obra de literatura erótica, hasta que decidí plantarme  frente a este libro y adentrarme en él.Al principio, la historia parece de cuento; una chica muy joven que conoce a un hombre apuesto y rico que muestra “interés” en ella. Pero nada más lejos de la realidad… Para empezar Anastasia Steel es casi una adolescente (ya que acaba de entrar en la mayoría de edad), que aún no tiene madurez ni criterio para saber lo que quiere y lo que no, puesto que nunca ha tenido una experiencia sexual, y de pronto se topa con el señor vicio en persona.Un hombre que le propone un contrato, del que ella solo saca como beneficio estar con él y regalos caros a cambio de ser una completa sumisa a manos de un obseso, no solo sexual, sino integral. Un hombre que pretende controlar lo que come, como viste, lo que bebe y hasta donde  va…Pongámonos en la situación de que el tal Grey, sea un tipo normal,  con una economía media y tenga ese trato con una chica que acaba de cumplir 18 años, ¿Qué pasaría? ¿Se acaba el morbo no? Probablemente lo trataríamos como a un enfermo… ¿Por qué ha de ser distinto con el señor Grey? ¿Quizás porque es rico? ¿Guapo? ¿Eso realmente hace que pasemos por alto lo que está haciendo? Sinceramente, por muy eróticas que sean las escenas de sexo, creo que pierden la chispa con semejante atmósfera.Sin intención de ponerme en plan feminista, es muy triste que las mujeres en general se entusiasmen con este tipo de historias, ya que al fin y al cabo, la propia chica sufre en algunos momentos por el trato sadomasoquista de este personaje.Hay miles de adolescentes como Anastasia, que sufren acoso, por parte de sus parejas y todos lo vemos horriblemente mal. No me parece una historia normal, ni creo que su contenido sea adecuado para ser visto por miles de chicas jóvenes que pueden llegar a entender estas conductas por parte de los hombres como algo normal o como una muestra de interés hacia ellas.",1
20,"Hacia mucho tiempo que no conseguía leer un libro en tan sólo una semana. Es verdad que la historia es irreal pero ideal para relajarse después de un día de trabajo. Muy entretenido, vocabulario muy simple que agilizan la lectura y mucha imaginación.",3
20,"He leido la trilogía en una semana. Han pasado por mi mano impresionantes obras literarias, pero estos libros, sin serlo, me han enganchado como ningún otro lo había hecho antes.",5
20,"Sabía que no sería una gran aportación literaria, pero es que no pasa de ser un relato erótico, de los muchos que pululan por la red, pero laaargo hasta la extenuación y con un bajísimo nivel sexual, tipo sexo entre adolescentes.Quizá el sexo magistral empiece en la segunda novela de la trilogía, pero no sé si tendré paciencia para aguantar a esos personajes tan anodinos.",1
20,"Me la presto una amiga, a la cual tampoco le gusto, es un autentico rollo todavía no entiendo como ha llegado a vender tantos libros,  supongo que el boca a boca nos ha hecho picar a mas de una.No se la recomiendo a nadie, para aquellas señoras que nunca habían leído literatura erotica y que parecen entusiasmadas con el tema, que no pierdan el tiempo con esta basurilla, echen ustedes una mirada por estos mundos de internet que seguro que encuentras algún otro titulo mucho mas apetecible y sobre todo mejor escrito.",1
20,"Es un libro que crea polémica: o lo adoras, o lo odias. Hay mucha crítica. Hay gente que dice: trata simplemente sobre sexo, pero y el argumento?Yo debo decir que leí los tres libros en tiempo récord, me enganchó. La historia no es excepcional pero no por ello doy una crítica negativa. La autora sabe escribir, sabe hacer que te enganches. Increíble. Debo decir que la narradora es excepcional: es lo que más me gustó del libro. La historia, el argumento...pues difícil para darle un aprobado, sin embargo el estilo es muy bueno. Espero que algún día se decida a escribir sobre otro tema y nos sorprenda con un argumento bien elaborado. Entonces, seré la primera voluntaria que se preste a leerlo.Debo decir también que la traducción del libro es bastante buena.Es una buena lectura para echar el rato, en verano, en la playa, o cuando necesitamos dejar la cabez en estado prácticamente 'vegetativo'.",4
21,"Es increíble el odio que un libro como este puede generar y eso se demuestra en los comentarios sin sentido. Es una historia de amor muy hermosa, donde un hombre con muchos demonios o ""sombras"" cambia por el amor de esa chica que llega para cambiarle la vida. La historia de él cuando niño es muy triste y se logra entender el por qué de sus prácticas sexuales. Es una lástima que no todos logren ver lo bello de esta historia, al encontrarse cegados por la moda del odio a todo lo que consigue el éxito.",5
21,"A pesar de la escasa calidad literaria, entretiene y deja intrigado al lector. Tiene todos los ingredientes para que le guste al público femenino. Si no espera más que pasar un buen rato leyendo, es casi perfecto.",4
21,"Vale que no es la gran obra literaria del siglo, que no tiene un vocabulario extenso, pero cuando yo leo un libro lo hago para evadirme e imaginarme la historia que estoy leyendo, pues eso es lo que hace este libro, hace que te evadas y tengas algunas, digamos, fantasías. Lo recomiendo.",4
21,"Nunca había leido algo más catastróficamente malo, peor escrito y vomitivo hasta decir basta. Lo tuve que leer por insistencia de una amiga y ya por curiosidad personal. No voy a poder pasar del capítulo 12, y aún estoy arrepentida. Jamás habría imaginado que iba a vomitar si leía otra vez la palabra ""ruborizarse"". La protagonista, Anastasia (o Bella 2) pasa de golpe y porrazo, y solo porque al otro los vaqueros le sienta UAU sobre las caderas, de ser virgen al porno duro sin despelucarse, sin inquietarse ni un segundo por firmar un contrato de confidencialidad con un desconocido, sin preocuparse de acosos, malos tratos, vejaciones a sí misma como mujer y persona, todo eso le da igual. Lo importante es que está bueníiiiiiisimo, y ella se muerde el labio inferior mil veces (debe tener llagas en el labio hasta reventar). Y en su cerebro, que no da para más, al igual que el vocabulario de la autora de esta basura, la única neurona parece estar pidiendo a gritos dos mareas y un disparo a quemarropa con silenciador. Sí por favor, y que sea pronto.Lo horrible de todo esto es que me pregunto: ¿en serio hay lectores que le han dado 5 estrellas a esto? ¿Encuentran fascinante toda esa sarta de vulgaridades soeces, de trama absurda e inexistente, de boñiga recubierta de azucar, y califican este producto mediocre y hecho solo para la masa mediocre como algo no sólo valido sino ademas altamente recomentable con la máxima puntuación? La mente de esas mujeres, ¿de qué está compuesta?",1
21,"Mucho no puedo opinar.....porque no he llegado ni a la mitad del libro. Es malísimo. No me he creído nada. Es todo tan superficial. Los personajes son tan ajenos a la realidad....en fin, me recuerda a las novelas de Corin Tellado, e incluso, éstas estaban mejor. No entiendo como ha tenido tanto éxito.",1
21,"Empecé a leerla porque me la habían recomendado pero no me enganchó. Está bien escrita no lo voy a negar y hay muchas personas que se han quedado cautivadas por ella, pero no es mi caso.",2
